,Variable,Unit,Aggregation,czo_id,Discipline
1418,site lrms leading ridge midslope or tmms tussey mtn midslope,,,5272,Geochemistry / Mineralogy|Soil Science / Pedology
1419,filter number,,,5273,Geochemistry / Mineralogy|Water Chemistry
1420,filter size,,,5273,Geochemistry / Mineralogy|Water Chemistry
1421,nickel,ugml ,,5273,Geochemistry / Mineralogy|Water Chemistry
1422,aluminum,ugml ,,5274,Geochemistry / Mineralogy|Water Chemistry
1423,ba,ugml ,,5274,Geochemistry / Mineralogy|Water Chemistry
1424,calcium,ugml ,,5274,Geochemistry / Mineralogy|Water Chemistry
1425,iron,ugml ,,5274,Geochemistry / Mineralogy|Water Chemistry
1426,potassium,ugml ,,5274,Geochemistry / Mineralogy|Water Chemistry
1427,magnesium,ugml ,,5274,Geochemistry / Mineralogy|Water Chemistry
1428,manganese,ugml ,,5274,Geochemistry / Mineralogy|Water Chemistry
1429,sodium,ugml ,,5274,Geochemistry / Mineralogy|Water Chemistry
1430,phosphorus,ugml ,,5274,Geochemistry / Mineralogy|Water Chemistry
1431,rundate,,,5274,Geochemistry / Mineralogy|Water Chemistry
1432,sample,,,5274,Geochemistry / Mineralogy|Water Chemistry
1433,sampling date,,,5274,Geochemistry / Mineralogy|Water Chemistry
1434,sampling time,,,5274,Geochemistry / Mineralogy|Water Chemistry
1435,silicon,ugml ,,5274,Geochemistry / Mineralogy|Water Chemistry
1436,strontium,ugml ,,5274,Geochemistry / Mineralogy|Water Chemistry
1437,titanium,ugml ,,5274,Geochemistry / Mineralogy|Water Chemistry
1438,zinc,ugml ,,5274,Geochemistry / Mineralogy|Water Chemistry
1439,,degc ,,5277,Soil Science / Pedology
1440,recnum,,,5277,Soil Science / Pedology
1441,soil electric conductivity 10cm sm,,,5277,Soil Science / Pedology
1442,soil electric conductivity 20cm sm,,,5277,Soil Science / Pedology
1443,soil electric conductivity 40cm sm,,,5277,Soil Science / Pedology
1444,soil moisture 10cm m3m3,,,5277,Soil Science / Pedology
1445,soil moisture 20cm m3m3,,,5277,Soil Science / Pedology
1446,soil moisture 40cm m3m3,,,5277,Soil Science / Pedology
1447,soil temperature at 10 centimeter depth,degreescelsius ,,5277,Soil Science / Pedology
1448,soil temperature at 20 centimeter depth,degreescelsius ,,5277,Soil Science / Pedology
1449,soil temperature at 40 centimeter depth,degreescelsius ,,5277,Soil Science / Pedology
1450,time stamp,,,5277,Soil Science / Pedology
1451,imagdiel 10cm,,,5278,Soil Science / Pedology
1452,imagdiel 20cm,,,5278,Soil Science / Pedology
1453,imagdiel 40cm,,,5278,Soil Science / Pedology
1454,realdiel 10cm,,,5278,Soil Science / Pedology
1455,realdiel 20cm,,,5278,Soil Science / Pedology
1456,realdiel 40cm,,,5278,Soil Science / Pedology
1457,temperaturecorrectedimagdiel 10cm,,,5278,Soil Science / Pedology
1458,temperaturecorrectedimagdiel 20cm,,,5278,Soil Science / Pedology
1459,temperaturecorrectedimagdiel 40cm,,,5278,Soil Science / Pedology
1460,temperaturecorrectedrealdiel 10cm,,,5278,Soil Science / Pedology
1461,temperaturecorrectedrealdiel 20cm,,,5278,Soil Science / Pedology
1462,temperaturecorrectedrealdiel 40cm,,,5278,Soil Science / Pedology
1463,date,,,5280,Biology / Ecology
1464,dry weight,g ,,5280,Biology / Ecology
1465,macroplot,,,5280,Biology / Ecology
1466,mass per unit area,gm2 ,,5280,Biology / Ecology
1467,area,cm2 ,,5281,Biology / Ecology
1468,intersections,,count,5281,Biology / Ecology
1469,intersectionarea intersectionscm2,,,5281,Biology / Ecology
1470,slope position,,,5281,Biology / Ecology
1471,transect,,,5281,Biology / Ecology
1472,cz20,,,5285,Hydrology
1473,cz21,,,5285,Hydrology
1474,cz22,,,5285,Hydrology
1475,cz23,,,5285,Hydrology
1476,cz24,,,5285,Hydrology
1477,cz25,,,5285,Hydrology
1478,cz26,,,5285,Hydrology
1479,cz27,,,5285,Hydrology
1480,cz28,,,5285,Hydrology
1481,cz29,,,5285,Hydrology
1482,cz35,,,5285,Hydrology
1483,cz36,,,5285,Hydrology
1484,tmstamp yyyymmdd hhmmss,,,5285,Hydrology
1485,humidity,,,5292,Climatology / Meteorology
1486,corr,,,5300,Soil Science / Pedology
1487,inten,,,5300,Soil Science / Pedology
1488,mod,,,5300,Soil Science / Pedology
1489,n1ctsmod,,,5300,Soil Science / Pedology
1490,n1etsec,,,5300,Soil Science / Pedology
1491,n1rh,,,5300,Soil Science / Pedology
1492,n1tc,,,5300,Soil Science / Pedology
1493,n2ctsbare,,,5300,Soil Science / Pedology
1494,n2etsec,,,5300,Soil Science / Pedology
1495,n2rh,,,5300,Soil Science / Pedology
1496,n2tc,,,5300,Soil Science / Pedology
1497,p1mb,,,5300,Soil Science / Pedology
1498,press,,,5300,Soil Science / Pedology
1499,probe,,,5300,Soil Science / Pedology
1500,record number,,,5300,Soil Science / Pedology
1501,relative humidity,,,5300,Soil Science / Pedology
1502,sanpe,,,5300,Soil Science / Pedology
1503,scale,,,5300,Soil Science / Pedology
1504,t1c,,,5300,Soil Science / Pedology
1505,vbat,,,5300,Soil Science / Pedology
1506,absolute pressure,,,5324,Hydrology
1507,airt,,,5324,Hydrology
1508,barometric pressure,,,5324,Hydrology
1509,stage height,cm ,,5324,Hydrology
1510,stage height diff,,,5324,Hydrology
1511,time stamp,,,5324,Hydrology
1512,w temperature,,,5324,Hydrology
1513,electrical conductivity,,,5326,Hydrology
1514,stage height m,,,5326,Hydrology
1515,gw2wtemp,,,5329,Hydrology
1516,lvl2,,,5329,Hydrology
1517,lvl9,,,5329,Hydrology
1518,1 point cloud in las format version 12,,,5446,GIS / Remote Sensing
1519,2 esri float format 10m dem from ground classified points,,,5446,GIS / Remote Sensing
1520,3 esri raster format 10m hillshade raster from ground classified points,,,5446,GIS / Remote Sensing
1521,4 esri float format 10m dem from first return points,,,5446,GIS / Remote Sensing
1522,5 esri raster format 10m hillshade raster first return points,,,5446,GIS / Remote Sensing
1523,classified as ground or nonground,,,5446,GIS / Remote Sensing
1524,in 1 tiles,km3 ,,5446,GIS / Remote Sensing
1525,basket identification code,,,5460,Biology / Ecology
1526,days since last collection,,,5460,Biology / Ecology
1527,leaf litter material,,,5460,Biology / Ecology
1528,miscellaneous material,,,5460,Biology / Ecology
1529,seeds and flowers,,,5460,Biology / Ecology
1530,litter collected,,total,5460,Biology / Ecology
1531,woody material,,,5460,Biology / Ecology
1532,water potential,,,5484,Biology / Ecology
1533,deuterium,,,5485,Biogeochemistry|Biology / Ecology|Climatology / Meteorology|Geomorphology
1534,,,,5486,Biogeochemistry|Water Chemistry
1535,hydrogen 2 stable isotope ratio delta,,,5486,Biogeochemistry|Water Chemistry
1536,oxygen18,,,5486,Biogeochemistry|Water Chemistry
1537,precipitation,,,5486,Biogeochemistry|Water Chemistry
1538,biota,,,5488,Biology / Ecology
1539,volumetric water content,,,5496,Geomorphology
1540,relative humidity,,,5497,Climatology / Meteorology
1541,temperature sensor,,,5497,Climatology / Meteorology
1542,ground water,,,5498,Hydrology|Geochemistry / Mineralogy
1543,ground water depth,,,5498,Hydrology|Geochemistry / Mineralogy
1544,ground water temperature,,,5498,Hydrology|Geochemistry / Mineralogy
1545,water depth,,,5498,Hydrology|Geochemistry / Mineralogy
1546,aluminum,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1547,amphibole,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1548,bulk density,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1549,chroma,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1550,clinoptilolite,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1551,cristobalite,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1552,hue,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1553,kaolinite,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1554,loss on ignition,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1555,mica,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1556,montmorillonite,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1557,niobium,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1558,organic carbon,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1559,organic nitrogen,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1560,plagioclase,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1561,potassium feldspar,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1562,quartz,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1563,rock fragments,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1564,value,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1565,zinc,,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1566,albite,,,5531,Geochemistry / Mineralogy
1567,apophylite,,,5531,Geochemistry / Mineralogy
1568,augelite,,,5531,Geochemistry / Mineralogy
1569,dickite,,,5531,Geochemistry / Mineralogy
1570,gibbsite,,,5531,Geochemistry / Mineralogy
1571,goethite,,,5531,Geochemistry / Mineralogy
1572,haolloysite,,,5531,Geochemistry / Mineralogy
1573,melanovanadite,,,5531,Geochemistry / Mineralogy
1574,metavariscite,,,5531,Geochemistry / Mineralogy
1575,nacrite,,,5531,Geochemistry / Mineralogy
1576,orthhoclase,,,5531,Geochemistry / Mineralogy
1577,tsargorodtsevite,,,5531,Geochemistry / Mineralogy
1578,vermiculite,,,5531,Geochemistry / Mineralogy
1579,left,cm ,,5533,Soil Science / Pedology
1580,right,cm ,,5533,Soil Science / Pedology
1581,coordinates wgs1984,,,5533,Soil Science / Pedology
1582,horizons  depths left,cm ,,5533,Soil Science / Pedology
1583,photo name,,,5533,Soil Science / Pedology
1584,depth centimeter,,,5564,Soil Science / Pedology
1585,hydrogen isotopes,,,5668,Hydrology|Water Chemistry|Biogeochemistry|Geochemistry / Mineralogy
1586,mineralogy,,,5668,Hydrology|Water Chemistry|Biogeochemistry|Geochemistry / Mineralogy
1587,oxygen isotopes,,,5668,Hydrology|Water Chemistry|Biogeochemistry|Geochemistry / Mineralogy
1588,stream water chemistry,,,5668,Hydrology|Water Chemistry|Biogeochemistry|Geochemistry / Mineralogy
1589,suspended load,,,5668,Hydrology|Water Chemistry|Biogeochemistry|Geochemistry / Mineralogy
1590,curvature,,,5714,Soil Science / Pedology
1591,soil depth,,,5714,Soil Science / Pedology
1592,thickness of mobile regolith tmr,,,5714,Soil Science / Pedology
1593,dbh,,,5751,Biology / Ecology
1594,diameter breast height,,,5751,Biology / Ecology
1595,dna,,,5751,Biology / Ecology
1596,litter decomposition,,,5751,Biology / Ecology
1597,litterfall,,,5751,Biology / Ecology
1598,soil trace gases,,,5751,Biology / Ecology
1599,depth centimeter,,,5817,Hydrology
1600,pressurepsi,,,5817,Hydrology
1601,seconds,,,5817,Hydrology
1602,tmstamp  eastern daylight savings,,,5817,Hydrology
1603,water temperature,celsius ,,5817,Hydrology
1604,carbon dioxide concentration,,,5821,Climatology / Meteorology
1605,carbon dioxide flux,,,5821,Climatology / Meteorology
1606,ground heat flux,,,5821,Climatology / Meteorology
1607,latent heat flux,,,5821,Climatology / Meteorology
1608,radiation incoming longwave,,,5821,Climatology / Meteorology
1609,radiation incoming par,,,5821,Climatology / Meteorology
1610,radiation incoming shortwave,,,5821,Climatology / Meteorology
1611,net radiation,,,5821,Climatology / Meteorology
1612,radiation outgoing longwave,,,5821,Climatology / Meteorology
1613,radiation outgoing shortwave,,,5821,Climatology / Meteorology
1614,sensible heat flux,,,5821,Climatology / Meteorology
1615,skin temperature,,,5821,Climatology / Meteorology
1616,water vapor concentration,,,5821,Climatology / Meteorology
1617,wind direction,,,5821,Climatology / Meteorology
1618,wind speed,,,5821,Climatology / Meteorology
1619,13ceoc,,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1620,13csoc,,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1621,15nson,,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1622,cn ratio,,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1623,d13cco2,,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1624,fine roots,,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1625,eoc g1,g ,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1626,soil organic carbon g1,g ,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1627,soil organic nitrogen g1,g ,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1628,ng co2c g1 h1,,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1629,pg ch4c g1 h1,,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1630,pg dna g1,,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1631,pg n2on g1 h1,,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1632,pmol ap g1 h1,,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1633,pmol bg g1 h1,,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1634,pmol nag g1 h1,,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1635,pmol po g1 h1,,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1636,aspect degree,,,5982,Soil Science / Pedology
1637,depth to bt,,,5982,Soil Science / Pedology
1638,emi,,,5982,Soil Science / Pedology
1639,landscape position,,,5982,Soil Science / Pedology
1640,tile push probe depth,cm ,,5982,Soil Science / Pedology
1641,ag,,,5986,Geochemistry / Mineralogy
1642,aluminum oxide,,,5986,Geochemistry / Mineralogy
1643,as,,,5986,Geochemistry / Mineralogy
1644,ba,,,5986,Geochemistry / Mineralogy
1645,be,,,5986,Geochemistry / Mineralogy
1646,bi,,,5986,Geochemistry / Mineralogy
1647,cao,,,5986,Geochemistry / Mineralogy
1648,ce,,,5986,Geochemistry / Mineralogy
1649,co,,,5986,Geochemistry / Mineralogy
1650,cr,,,5986,Geochemistry / Mineralogy
1651,cs,,,5986,Geochemistry / Mineralogy
1652,copper,,,5986,Geochemistry / Mineralogy
1653,dy,,,5986,Geochemistry / Mineralogy
1654,er,,,5986,Geochemistry / Mineralogy
1655,eu,,,5986,Geochemistry / Mineralogy
1656,fe2o3t,,,5986,Geochemistry / Mineralogy
1657,ga,,,5986,Geochemistry / Mineralogy
1658,gd,,,5986,Geochemistry / Mineralogy
1659,ge,,,5986,Geochemistry / Mineralogy
1660,hf,,,5986,Geochemistry / Mineralogy
1661,ho,,,5986,Geochemistry / Mineralogy
1662,in,,,5986,Geochemistry / Mineralogy
1663,potassium oxide,,,5986,Geochemistry / Mineralogy
1664,la,,,5986,Geochemistry / Mineralogy
1665,loi,,,5986,Geochemistry / Mineralogy
1666,lu,,,5986,Geochemistry / Mineralogy
1667,mgo,,,5986,Geochemistry / Mineralogy
1668,mno,,,5986,Geochemistry / Mineralogy
1669,mo,,,5986,Geochemistry / Mineralogy
1670,sodium oxide,,,5986,Geochemistry / Mineralogy
1671,nb,,,5986,Geochemistry / Mineralogy
1672,nd,,,5986,Geochemistry / Mineralogy
1673,ni,,,5986,Geochemistry / Mineralogy
1674,phosphorus pentoxide,,,5986,Geochemistry / Mineralogy
1675,lead,,,5986,Geochemistry / Mineralogy
1676,pr,,,5986,Geochemistry / Mineralogy
1677,rb,,,5986,Geochemistry / Mineralogy
1678,sb,,,5986,Geochemistry / Mineralogy
1679,sc,,,5986,Geochemistry / Mineralogy
1680,sm,,,5986,Geochemistry / Mineralogy
1681,sn,,,5986,Geochemistry / Mineralogy
1682,strontium,,,5986,Geochemistry / Mineralogy
1683,ta,,,5986,Geochemistry / Mineralogy
1684,terbium,,,5986,Geochemistry / Mineralogy
1685,th,,,5986,Geochemistry / Mineralogy
1686,titanium oxide,,,5986,Geochemistry / Mineralogy
1687,tl,,,5986,Geochemistry / Mineralogy
1688,tm,,,5986,Geochemistry / Mineralogy
1689,u,,,5986,Geochemistry / Mineralogy
1690,v,,,5986,Geochemistry / Mineralogy
1691,w,,,5986,Geochemistry / Mineralogy
1692,ytterbium,,,5986,Geochemistry / Mineralogy
1693,zinc,,,5986,Geochemistry / Mineralogy
1694,zirconium,,,5986,Geochemistry / Mineralogy
1695,pn,,,6026,Biogeochemistry|Hydrology|Climatology / Meteorology
1696,poc,,,6026,Biogeochemistry|Hydrology|Climatology / Meteorology
1697,rainfall,,,6026,Biogeochemistry|Hydrology|Climatology / Meteorology
1698,ss,,,6026,Biogeochemistry|Hydrology|Climatology / Meteorology
1699,rain gage locations,,,6118,Climatology / Meteorology|GIS / Remote Sensing
1700,watershed outlines,,,6118,Climatology / Meteorology|GIS / Remote Sensing
1701,acidity,ueql ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1702,acid neutralizing capacity,ueql ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1703,aluminum,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1704,aluminum-27,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1705,alkalinity,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1706,alkalinity mmol/l Calcium carbonate,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1707,alkalinity,ueql ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1708,analyzed material,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1709,anion,,sum,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1710,badfilters na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1711,br,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1712,calcium,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1713,calcium-43,ugl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1714,calcium-44,ugl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1715,cation,,sum,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1716,ce140,ngl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1717,charge balance,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1718,chemical treatment na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1719,chlorine,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1720,cobalt-59,ugl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1721,cr52,ugl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1722,copper-63,ugl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1723,date collected yyyymmdd,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1724,date na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1725,day na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1726,delta deuterium per mill,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1727,delta deuterium,,stddev,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1728,delta oxygen18 per mill,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1729,delta oxygen18,,stddev,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1730,descp no na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1731,deuterium excess per mill,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1732,dissolved inorganic c,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1733,dissolved org carbon,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1734,dissolved org carbon,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1735,dissolved org nitrogen,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1736,dissolved org phosphorus,ugl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1737,dissolved oxygen,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1738,dissolved oxygen,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1739,dy164,ngl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1740,electrical conductivity,uscm ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1741,er166,ngl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1742,europium-153,ngl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1743,evaporated na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1744,f,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1745,iron,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1746,fe56,ugl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1747,filter poresize na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1748,gage height,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1749,gd157,ngl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1750,h,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1751,ho165,ngl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1752,hour na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1753,id na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1754,inorganic nitrogen,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1755,inorganic phosphorus,ugl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1756,potassium,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1757,lanthanum-139,ngl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1758,location na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1759,lutetium-175,ngl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1760,method na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1761,method code,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1762,magnesium,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1763,magnesium-25,ugl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1764,minute na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1765,manganese,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1766,manganese-55 micrograms per liter,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1767,month na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1768,sodium,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1769,sodium-23 micrograms per liter,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1770,nd145,ngl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1771,ammonium,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1772,nickel-60 micrograms per liter,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1773,nitrogen dioxide,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1774,nitrate,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1775,particulate n,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1776,particulate org c,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1777,particulate p,ugl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1778,lead-208,ugl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1779,ph,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1780,phosphate,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1781,praseodymium-141,ngl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1782,record na,,count,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1783,sample id na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1784,sample preparation na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1785,sample code,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1786,sample date,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1787,sampletype na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1788,sampling date jd na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1789,sampling method na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1790,samplingnote na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1791,silicon,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1792,silicon-28,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1793,silicon-28,ugl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1794,silica,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1795,sitecode,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1796,samarium-147,ngl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1797,sulfate,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1798,specific conductivity scm,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1799,strontium,mgl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1800,storagetimedays na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1801,terbium-159,ngl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1802,temperature,degreescelsius ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1803,time collected hhmm,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1804,time na,,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1805,tm169,ngl ,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1806,dissolved nitrogen,mgl ,total,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1807,dissolved phosphorus,ugl ,total,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1808,dissolved phosphorus,ugl ,total,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1809,inorganic c,mgl ,total,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1810,nitrogen,mgl ,total,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1811,organic carbon,mgl ,total,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
