,czo_id,variable,DISCIPLINES
1540,5497,relative humidity,Climatology / Meteorology
1541,5497,temperature sensor,Climatology / Meteorology
1542,5498,ground water,Hydrology|Geochemistry / Mineralogy
1543,5498,ground water depth,Hydrology|Geochemistry / Mineralogy
1544,5498,ground water temperature,Hydrology|Geochemistry / Mineralogy
1545,5498,water depth,Hydrology|Geochemistry / Mineralogy
1546,5512,aluminum,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1547,5512,amphibole,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1548,5512,bulk density,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1549,5512,chroma,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1550,5512,clinoptilolite,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1551,5512,cristobalite,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1552,5512,hue,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1553,5512,kaolinite,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1554,5512,loss on ignition,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1555,5512,mica,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1556,5512,montmorillonite,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1557,5512,niobium,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1558,5512,organic carbon,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1559,5512,organic nitrogen,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1560,5512,plagioclase,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1561,5512,potassium feldspar,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1562,5512,quartz,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1563,5512,rock fragments,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1564,5512,value,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1565,5512,zinc,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1566,5531,albite,Geochemistry / Mineralogy
1567,5531,apophylite,Geochemistry / Mineralogy
1568,5531,augelite,Geochemistry / Mineralogy
1569,5531,dickite,Geochemistry / Mineralogy
1570,5531,gibbsite,Geochemistry / Mineralogy
1571,5531,goethite,Geochemistry / Mineralogy
1572,5531,haolloysite,Geochemistry / Mineralogy
1573,5531,melanovanadite,Geochemistry / Mineralogy
1574,5531,metavariscite,Geochemistry / Mineralogy
1575,5531,nacrite,Geochemistry / Mineralogy
1576,5531,orthhoclase,Geochemistry / Mineralogy
1577,5531,tsargorodtsevite,Geochemistry / Mineralogy
1578,5531,vermiculite,Geochemistry / Mineralogy
1579,5533,cm left,Soil Science / Pedology
1580,5533,cm right,Soil Science / Pedology
1581,5533,coordinates wgs1984,Soil Science / Pedology
1582,5533,horizons  depths cm left,Soil Science / Pedology
1583,5533,photo name,Soil Science / Pedology
1584,5564,depth centimeter,Soil Science / Pedology
1585,5668,hydrogen isotopes,Hydrology|Water Chemistry|Biogeochemistry|Geochemistry / Mineralogy
1586,5668,mineralogy,Hydrology|Water Chemistry|Biogeochemistry|Geochemistry / Mineralogy
1587,5668,oxygen isotopes,Hydrology|Water Chemistry|Biogeochemistry|Geochemistry / Mineralogy
1588,5668,stream water chemistry,Hydrology|Water Chemistry|Biogeochemistry|Geochemistry / Mineralogy
1589,5668,suspended load,Hydrology|Water Chemistry|Biogeochemistry|Geochemistry / Mineralogy
1590,5714,curvature,Soil Science / Pedology
1591,5714,soil depth,Soil Science / Pedology
1592,5714,thickness of mobile regolith tmr,Soil Science / Pedology
1593,5751,dbh,Biology / Ecology
1594,5751,diameter breast height,Biology / Ecology
1595,5751,dna,Biology / Ecology
1596,5751,litter decomposition,Biology / Ecology
1597,5751,litterfall,Biology / Ecology
1598,5751,soil trace gases,Biology / Ecology
1599,5817,depth centimeter,Hydrology
1600,5817,pressurepsi,Hydrology
1601,5817,seconds,Hydrology
1602,5817,tmstamp  eastern daylight savings,Hydrology
1603,5817,water temperature celsius,Hydrology
1604,5821,carbon dioxide concentration,Climatology / Meteorology
1605,5821,carbon dioxide flux,Climatology / Meteorology
1606,5821,ground heat flux,Climatology / Meteorology
1607,5821,latent heat flux,Climatology / Meteorology
1608,5821,radiation incoming longwave,Climatology / Meteorology
1609,5821,radiation incoming par,Climatology / Meteorology
1610,5821,radiation incoming shortwave,Climatology / Meteorology
1611,5821,net radiation,Climatology / Meteorology
1612,5821,radiation outgoing longwave,Climatology / Meteorology
1613,5821,radiation outgoing shortwave,Climatology / Meteorology
1614,5821,sensible heat flux,Climatology / Meteorology
1615,5821,skin temperature,Climatology / Meteorology
1616,5821,water vapor concentration,Climatology / Meteorology
1617,5821,wind direction,Climatology / Meteorology
1618,5821,wind speed,Climatology / Meteorology
1619,5933,13ceoc,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1620,5933,13csoc,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1621,5933,15nson,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1622,5933,cn ratio,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1623,5933,d13cco2,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1624,5933,fine roots,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1625,5933,g eoc g1,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1626,5933,g soil organic carbon g1,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1627,5933,g soil organic nitrogen g1,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1628,5933,ng co2c g1 h1,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1629,5933,pg ch4c g1 h1,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1630,5933,pg dna g1,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1631,5933,pg n2on g1 h1,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1632,5933,pmol ap g1 h1,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1633,5933,pmol bg g1 h1,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1634,5933,pmol nag g1 h1,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1635,5933,pmol po g1 h1,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1636,5982,aspect degree,Soil Science / Pedology
1637,5982,depth to bt,Soil Science / Pedology
1638,5982,emi,Soil Science / Pedology
1639,5982,landscape position,Soil Science / Pedology
1640,5982,tile push probe depth cm,Soil Science / Pedology
1641,5986,ag,Geochemistry / Mineralogy
1642,5986,aluminum oxide,Geochemistry / Mineralogy
1643,5986,as,Geochemistry / Mineralogy
1644,5986,ba,Geochemistry / Mineralogy
1645,5986,be,Geochemistry / Mineralogy
1646,5986,bi,Geochemistry / Mineralogy
1647,5986,cao,Geochemistry / Mineralogy
1648,5986,ce,Geochemistry / Mineralogy
1649,5986,co,Geochemistry / Mineralogy
1650,5986,cr,Geochemistry / Mineralogy
1651,5986,cs,Geochemistry / Mineralogy
1652,5986,copper,Geochemistry / Mineralogy
1653,5986,dy,Geochemistry / Mineralogy
1654,5986,er,Geochemistry / Mineralogy
1655,5986,eu,Geochemistry / Mineralogy
1656,5986,fe2o3t,Geochemistry / Mineralogy
1657,5986,ga,Geochemistry / Mineralogy
1658,5986,gd,Geochemistry / Mineralogy
1659,5986,ge,Geochemistry / Mineralogy
1660,5986,hf,Geochemistry / Mineralogy
1661,5986,ho,Geochemistry / Mineralogy
1662,5986,in,Geochemistry / Mineralogy
1663,5986,potassium oxide,Geochemistry / Mineralogy
1664,5986,la,Geochemistry / Mineralogy
1665,5986,loi,Geochemistry / Mineralogy
1666,5986,lu,Geochemistry / Mineralogy
1667,5986,mgo,Geochemistry / Mineralogy
1668,5986,mno,Geochemistry / Mineralogy
1669,5986,mo,Geochemistry / Mineralogy
1670,5986,sodium oxide,Geochemistry / Mineralogy
1671,5986,nb,Geochemistry / Mineralogy
1672,5986,nd,Geochemistry / Mineralogy
1673,5986,ni,Geochemistry / Mineralogy
1674,5986,phosphorus pentoxide,Geochemistry / Mineralogy
1675,5986,lead,Geochemistry / Mineralogy
1676,5986,pr,Geochemistry / Mineralogy
1677,5986,rb,Geochemistry / Mineralogy
1678,5986,sb,Geochemistry / Mineralogy
1679,5986,sc,Geochemistry / Mineralogy
1680,5986,sm,Geochemistry / Mineralogy
1681,5986,sn,Geochemistry / Mineralogy
1682,5986,strontium,Geochemistry / Mineralogy
1683,5986,ta,Geochemistry / Mineralogy
1684,5986,terbium,Geochemistry / Mineralogy
1685,5986,th,Geochemistry / Mineralogy
1686,5986,titanium oxide,Geochemistry / Mineralogy
1687,5986,tl,Geochemistry / Mineralogy
1688,5986,tm,Geochemistry / Mineralogy
1689,5986,u,Geochemistry / Mineralogy
1690,5986,v,Geochemistry / Mineralogy
1691,5986,w,Geochemistry / Mineralogy
1692,5986,ytterbium,Geochemistry / Mineralogy
1693,5986,zinc,Geochemistry / Mineralogy
1694,5986,zirconium,Geochemistry / Mineralogy
1695,6026,pn,Biogeochemistry|Hydrology|Climatology / Meteorology
1696,6026,poc,Biogeochemistry|Hydrology|Climatology / Meteorology
1697,6026,rainfall,Biogeochemistry|Hydrology|Climatology / Meteorology
1698,6026,ss,Biogeochemistry|Hydrology|Climatology / Meteorology
1699,6118,rain gage locations,Climatology / Meteorology|GIS / Remote Sensing
1700,6118,watershed outlines,Climatology / Meteorology|GIS / Remote Sensing
1701,6292,acidity ueql,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1702,6292,acid neutralizing capacity ueql,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1703,6292,aluminum mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1704,6292,aluminum-27 mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1705,6292,alkalinity mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1706,6292,alkalinity mmol/l Calcium carbonate,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1707,6292,alkalinity ueql,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1708,6292,analyzed material,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1709,6292,anion sum,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1710,6292,badfilters na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1711,6292,br mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1712,6292,calcium mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1713,6292,calcium-43 ugl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1714,6292,calcium-44 ugl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1715,6292,cation sum,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1716,6292,ce140 ngl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1717,6292,charge balance,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1718,6292,chemical treatment na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1719,6292,chlorine mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1720,6292,cobalt-59 ugl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1721,6292,cr52 ugl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1722,6292,copper-63 ugl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1723,6292,date collected yyyymmdd,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1724,6292,date na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1725,6292,day na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1726,6292,delta deuterium per mill,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1727,6292,delta deuterium std dev,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1728,6292,delta oxygen18 per mill,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1729,6292,delta oxygen18 std dev,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1730,6292,descp no na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1731,6292,deuterium excess per mill,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1732,6292,dissolved inorganic c mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1733,6292,dissolved org carbon mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1734,6292,dissolved org carbon mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1735,6292,dissolved org nitrogen mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1736,6292,dissolved org phosphorus ugl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1737,6292,dissolved oxygen,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1738,6292,dissolved oxygen mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1739,6292,dy164 ngl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1740,6292,electrical conductivity uscm,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1741,6292,er166 ngl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1742,6292,europium-153 ngl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1743,6292,evaporated na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1744,6292,f mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1745,6292,iron mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1746,6292,fe56 ugl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1747,6292,filter poresize na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1748,6292,gage height,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1749,6292,gd157 ngl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1750,6292,h mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1751,6292,ho165 ngl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1752,6292,hour na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1753,6292,id na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1754,6292,inorganic nitrogen mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1755,6292,inorganic phosphorus ugl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1756,6292,potassium mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1757,6292,lanthanum-139 ngl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1758,6292,location na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1759,6292,lutetium-175 ngl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1760,6292,method na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1761,6292,method code,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1762,6292,magnesium mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1763,6292,magnesium-25 ugl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1764,6292,minute na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1765,6292,manganese mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1766,6292,manganese-55 micrograms per liter,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1767,6292,month na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1768,6292,sodium mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1769,6292,sodium-23 micrograms per liter,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1770,6292,nd145 ngl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1771,6292,ammonium  mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1772,6292,nickel-60 micrograms per liter,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1773,6292,nitrogen dioxide mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1774,6292,nitrate mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1775,6292,particulate n mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1776,6292,particulate org c mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1777,6292,particulate p ugl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1778,6292,lead-208 ugl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1779,6292,ph,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1780,6292,phosphate mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1781,6292,praseodymium-141 ngl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1782,6292,record count na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1783,6292,sample id na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1784,6292,sample preparation na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1785,6292,sample code,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1786,6292,sample date,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1787,6292,sampletype na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1788,6292,sampling date jd na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1789,6292,sampling method na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1790,6292,samplingnote na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1791,6292,silicon mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1792,6292,silicon-28 mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1793,6292,silicon-28 ugl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1794,6292,silica mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1795,6292,sitecode,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1796,6292,samarium-147 ngl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1797,6292,sulfate mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1798,6292,specific conductivity scm,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1799,6292,strontium mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1800,6292,storagetimedays na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1801,6292,terbium-159 ngl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1802,6292,temperature degrees celsius,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1803,6292,time collected hhmm,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1804,6292,time na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1805,6292,tm169 ngl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1806,6292,total dissolved nitrogen mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1807,6292,total dissolved phosphorus ugl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1808,6292,total dissolved phosphorus ugl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1809,6292,total inorganic c mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1810,6292,total nitrogen mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1811,6292,total organic carbon mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1812,6292,total phosphorus ugl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1813,6292,total suspended sediment mgl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1814,6292,tritium std dev,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1815,6292,tritium,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1816,6292,Yttrium-89 ngl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1817,6292,ytterbium-174 ngl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1818,6292,year na,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1819,6292,zinc-64 ugl,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1820,6421,precipitation mm,Climatology / Meteorology|Hydrology
1821,6421,time stamp,Climatology / Meteorology|Hydrology
1822,6470,discharge ls,Hydrology
1823,6470,runoff mmhr,Hydrology
1824,6475,gis layer with canopy height m,GIS / Remote Sensing|Biology / Ecology
1825,6486,eddy covariance measurements,Climatology / Meteorology|Biogeochemistry
1826,6487,ndvi,Biogeochemistry|Soil Science / Pedology
1827,6488,coarse fraction,Biogeochemistry|Soil Science / Pedology
1828,6488,soil organic carbon,Biogeochemistry|Soil Science / Pedology
1829,6488,soil thickness,Biogeochemistry|Soil Science / Pedology
1830,6488,topography,Biogeochemistry|Soil Science / Pedology
1831,6521,air temperature maximum,Climatology / Meteorology
1832,6521,minimum air temperature,Climatology / Meteorology
1833,6521,et evapotranspiration,Climatology / Meteorology
1834,6521,total solar radiation,Climatology / Meteorology
1835,6522,precipitation,Climatology / Meteorology
1836,6522,qcode,Climatology / Meteorology
1837,6522,maximum relative humidity,Climatology / Meteorology
1838,6522,minimum relative humidity,Climatology / Meteorology
1839,6522,solradposs,Climatology / Meteorology
1840,6522,stationcode,Climatology / Meteorology
1841,6522,maximum wind speed,Climatology / Meteorology
1842,6522,wsscalavg,Climatology / Meteorology
1843,6523,qdays qualifying days,Climatology / Meteorology
1844,6524,average air temperature,Climatology / Meteorology|Hydrology
1845,6524,date,Climatology / Meteorology|Hydrology
1846,6524,hour,Climatology / Meteorology|Hydrology
1847,6524,julian day,Climatology / Meteorology|Hydrology
1848,6524,average relative humidity,Climatology / Meteorology|Hydrology
1849,6524,year,Climatology / Meteorology|Hydrology
1850,6526,airtcavg,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1851,6526,airtcmax,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1852,6526,airtcmin,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1853,6526,minimum battery voltage,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1854,6526,cnrwm2avg,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1855,6526,datetime,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1856,6526,dtavg,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1857,6526,nrwm2avg,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1858,6526,rain mm total,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1859,6526,record number,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1860,6526,relative humidity,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1861,6526,soileb,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1862,6526,soil electrical conductivity,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1863,6526,soilt,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1864,6526,soilvwc,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1865,6526,tcdtavg,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1866,6526,wind direction,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1867,6526,average windspeed ms ,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1868,6526,maximum wind speed meters per second,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1869,6526,minimum wind speed meters per second,Climatology / Meteorology|Soil Science / Pedology|Hydrology
1870,6541,none,Hydrology
1871,6565,common name,Hydrology
1872,6565,depositional habitat,Hydrology
1873,6565,erosional habitat,Hydrology
1874,6565,family,Hydrology
1875,6565,genusspecies,Hydrology
1876,6565,group,Hydrology
1877,6568,latitude,All Disciplines
1878,6568,longitude,All Disciplines
