,Variable,Unit,Aggregations,czo_id,Discipline
1341,manganese  citrateascorbateextractable,NaN,,4982,All Disciplines
1342,mn  in 05m hcl extraction,NaN,,4982,All Disciplines
1343,nitrogen percent in live fine roots,NaN,,4982,All Disciplines
1344,ph  soil,NaN,,4982,All Disciplines
1345,silica  ammonium oxalateextractable,NaN,,4982,All Disciplines
1346,silica  citrateascorbateextractable,NaN,,4982,All Disciplines
1347,silica in 05 m hcl,NaN,,4982,All Disciplines
1348,soil carbon,NaN,,4982,All Disciplines
1349,soil n,NaN,,4982,All Disciplines
1350,soluble phenolics in deionized water extractions,NaN,,4982,All Disciplines
1351,xylosidase,NaN,,4982,All Disciplines
1352,time of turbidity maximum within last 15 minutes,NaN,,4997,Hydrology
1353,time of turbidity minimum within last 15 minutes,NaN,,4997,Hydrology
1354,turbidity average during last 15 minutes ntu,NaN,,4997,Hydrology
1355,turbidity maximum ntu,NaN,,4997,Hydrology
1356,turbidity minimum ntu,NaN,,4997,Hydrology
1357,effective energy and mass transfer,NaN,,5107,Biology / Ecology|Climatology / Meteorology|GIS / Remote Sensing|Hydrology
1358,agcsum,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1359,area,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1360,aspect,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1361,cata,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1362,dem,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1363,eqdiam,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1364,evtboulder,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1365,genc,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1366,ht,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1367,id,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1368,majax,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1369,maxht,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1370,mean height,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1371,midslp,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1372,minax,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1373,mean height,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1374,nrmht,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1375,planc,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1376,pred,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1377,profc,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1378,slope,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1379,slpht,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1380,stdht,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1381,stennum,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1382,tpi,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1383,twi,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1384,utme,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1385,utmn,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1386,vllydpth,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1387,x,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1388,x maximum,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1389,x minimum,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1390,y,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1391,y maximum,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1392,y minimum,NaN,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1393,carbon dioxide,NaN,,5139,Climatology / Meteorology|Soil Science / Pedology|Biogeochemistry|Biology / Ecology
1394,oxygen,NaN,,5139,Climatology / Meteorology|Soil Science / Pedology|Biogeochemistry|Biology / Ecology
1395,bulk electrical conductivity,NaN,,5140,Hydrology|Soil Science / Pedology
1396,ag,gl,,5189,Geochemistry / Mineralogy
1397,aluminum,NaN,,5189,Geochemistry / Mineralogy
1398,cd,NaN,,5189,Geochemistry / Mineralogy
1399,field label,NaN,,5189,Geochemistry / Mineralogy
1400,internal laboratory control number,NaN,,5189,Geochemistry / Mineralogy
1401,li,NaN,,5189,Geochemistry / Mineralogy
1402,sample type,NaN,,5189,Geochemistry / Mineralogy
1403,se,NaN,,5189,Geochemistry / Mineralogy
1404,silicon,NaN,,5189,Geochemistry / Mineralogy
1405,zirconium all elemental concentrations,gl,,5189,Geochemistry / Mineralogy
1406,dbh diameter at breast height where applicable,cm,,5190,Biology / Ecology
1407,diameter at root collar,cm,,5190,Biology / Ecology
1408,distance m along transect where the subplot was located,NaN,,5190,Biology / Ecology
1409,line transect name starting point  first letter in transect name,NaN,,5190,Biology / Ecology
1410,species label 4 letter species code for each shrub stem labeled with first two letters of latin genus name followed by first two letters of latin species name,NaN,,5190,Biology / Ecology
1411,reduction potential,NaN,,5198,Soil Science / Pedology|Geochemistry / Mineralogy
1412,solar radiation,NaN,,5203,Biology / Ecology|Climatology / Meteorology|Hydrology|Soil Science / Pedology
1413,stream discharge,NaN,,5203,Biology / Ecology|Climatology / Meteorology|Hydrology|Soil Science / Pedology
1414,wind speed and direction,NaN,,5203,Biology / Ecology|Climatology / Meteorology|Hydrology|Soil Science / Pedology
1415,oxygen at depth,NaN,,5272,Geochemistry / Mineralogy|Soil Science / Pedology
1416,oxygen at depth,NaN,,5272,Geochemistry / Mineralogy|Soil Science / Pedology
1417,partial pressure of carbon dioxide at depth 1,NaN,,5272,Geochemistry / Mineralogy|Soil Science / Pedology
1418,partial pressure of carbon dioxide at depth2,NaN,,5272,Geochemistry / Mineralogy|Soil Science / Pedology
1419,site lrms leading ridge midslope or tmms tussey mtn midslope,NaN,,5272,Geochemistry / Mineralogy|Soil Science / Pedology
1420,filter number,NaN,,5273,Geochemistry / Mineralogy|Water Chemistry
1421,filter size,NaN,,5273,Geochemistry / Mineralogy|Water Chemistry
1422,nickel,ugml,,5273,Geochemistry / Mineralogy|Water Chemistry
1423,aluminum,ugml,,5274,Geochemistry / Mineralogy|Water Chemistry
1424,ba,ugml,,5274,Geochemistry / Mineralogy|Water Chemistry
1425,calcium,ugml,,5274,Geochemistry / Mineralogy|Water Chemistry
1426,iron,ugml,,5274,Geochemistry / Mineralogy|Water Chemistry
1427,potassium,ugml,,5274,Geochemistry / Mineralogy|Water Chemistry
1428,magnesium,ugml,,5274,Geochemistry / Mineralogy|Water Chemistry
1429,manganese,ugml,,5274,Geochemistry / Mineralogy|Water Chemistry
1430,sodium,ugml,,5274,Geochemistry / Mineralogy|Water Chemistry
1431,phosphorus,ugml,,5274,Geochemistry / Mineralogy|Water Chemistry
1432,rundate,NaN,,5274,Geochemistry / Mineralogy|Water Chemistry
1433,sample,NaN,,5274,Geochemistry / Mineralogy|Water Chemistry
1434,sampling date,NaN,,5274,Geochemistry / Mineralogy|Water Chemistry
1435,sampling time,NaN,,5274,Geochemistry / Mineralogy|Water Chemistry
1436,silicon,ugml,,5274,Geochemistry / Mineralogy|Water Chemistry
1437,strontium,ugml,,5274,Geochemistry / Mineralogy|Water Chemistry
1438,titanium,ugml,,5274,Geochemistry / Mineralogy|Water Chemistry
1439,zinc,ugml,,5274,Geochemistry / Mineralogy|Water Chemistry
1440, ,degc,,5277,Soil Science / Pedology
1441,recnum,NaN,,5277,Soil Science / Pedology
1442,soil electric conductivity 10cm sm,NaN,,5277,Soil Science / Pedology
1443,soil electric conductivity 20cm sm,NaN,,5277,Soil Science / Pedology
1444,soil electric conductivity 40cm sm,NaN,,5277,Soil Science / Pedology
1445,soil moisture 10cm m3m3,NaN,,5277,Soil Science / Pedology
1446,soil moisture 20cm m3m3,NaN,,5277,Soil Science / Pedology
1447,soil moisture 40cm m3m3,NaN,,5277,Soil Science / Pedology
1448,soil temperature at 10 centimeter depth,degreescelsius,,5277,Soil Science / Pedology
1449,soil temperature at 20 centimeter depth,degreescelsius,,5277,Soil Science / Pedology
1450,soil temperature at 40 centimeter depth,degreescelsius,,5277,Soil Science / Pedology
1451,time stamp,NaN,,5277,Soil Science / Pedology
1452,imagdiel 10cm,NaN,,5278,Soil Science / Pedology
1453,imagdiel 20cm,NaN,,5278,Soil Science / Pedology
1454,imagdiel 40cm,NaN,,5278,Soil Science / Pedology
1455,realdiel 10cm,NaN,,5278,Soil Science / Pedology
1456,realdiel 20cm,NaN,,5278,Soil Science / Pedology
1457,realdiel 40cm,NaN,,5278,Soil Science / Pedology
1458,temperaturecorrectedimagdiel 10cm,NaN,,5278,Soil Science / Pedology
1459,temperaturecorrectedimagdiel 20cm,NaN,,5278,Soil Science / Pedology
1460,temperaturecorrectedimagdiel 40cm,NaN,,5278,Soil Science / Pedology
1461,temperaturecorrectedrealdiel 10cm,NaN,,5278,Soil Science / Pedology
1462,temperaturecorrectedrealdiel 20cm,NaN,,5278,Soil Science / Pedology
1463,temperaturecorrectedrealdiel 40cm,NaN,,5278,Soil Science / Pedology
1464,date,NaN,,5280,Biology / Ecology
1465,dry weight,g,,5280,Biology / Ecology
1466,macroplot,NaN,,5280,Biology / Ecology
1467,mass per unit area,gm2,,5280,Biology / Ecology
1468,area,cm2,,5281,Biology / Ecology
1469,count intersections,NaN,,5281,Biology / Ecology
1470,intersectionarea intersectionscm2,NaN,,5281,Biology / Ecology
1471,slope position,NaN,,5281,Biology / Ecology
1472,transect,NaN,,5281,Biology / Ecology
1473,cz20,NaN,,5285,Hydrology
1474,cz21,NaN,,5285,Hydrology
1475,cz22,NaN,,5285,Hydrology
1476,cz23,NaN,,5285,Hydrology
1477,cz24,NaN,,5285,Hydrology
1478,cz25,NaN,,5285,Hydrology
1479,cz26,NaN,,5285,Hydrology
1480,cz27,NaN,,5285,Hydrology
1481,cz28,NaN,,5285,Hydrology
1482,cz29,NaN,,5285,Hydrology
1483,cz35,NaN,,5285,Hydrology
1484,cz36,NaN,,5285,Hydrology
1485,tmstamp yyyymmdd hhmmss,NaN,,5285,Hydrology
1486,humidity,NaN,,5292,Climatology / Meteorology
1487,corr,NaN,,5300,Soil Science / Pedology
1488,inten,NaN,,5300,Soil Science / Pedology
1489,mod,NaN,,5300,Soil Science / Pedology
1490,n1ctsmod,NaN,,5300,Soil Science / Pedology
1491,n1etsec,NaN,,5300,Soil Science / Pedology
1492,n1rh,NaN,,5300,Soil Science / Pedology
1493,n1tc,NaN,,5300,Soil Science / Pedology
1494,n2ctsbare,NaN,,5300,Soil Science / Pedology
1495,n2etsec,NaN,,5300,Soil Science / Pedology
1496,n2rh,NaN,,5300,Soil Science / Pedology
1497,n2tc,NaN,,5300,Soil Science / Pedology
1498,p1mb,NaN,,5300,Soil Science / Pedology
1499,press,NaN,,5300,Soil Science / Pedology
1500,probe,NaN,,5300,Soil Science / Pedology
1501,record number,NaN,,5300,Soil Science / Pedology
1502,relative humidity,NaN,,5300,Soil Science / Pedology
1503,sanpe,NaN,,5300,Soil Science / Pedology
1504,scale,NaN,,5300,Soil Science / Pedology
1505,t1c,NaN,,5300,Soil Science / Pedology
1506,vbat,NaN,,5300,Soil Science / Pedology
1507,absolute pressure,NaN,,5324,Hydrology
1508,airt,NaN,,5324,Hydrology
1509,barometric pressure,NaN,,5324,Hydrology
1510,stage height,cm,,5324,Hydrology
1511,stage height diff,NaN,,5324,Hydrology
1512,time stamp,NaN,,5324,Hydrology
1513,w temperature,NaN,,5324,Hydrology
1514,electrical conductivity,NaN,,5326,Hydrology
1515,stage height m,NaN,,5326,Hydrology
1516,gw2wtemp,NaN,,5329,Hydrology
1517,lvl2,NaN,,5329,Hydrology
1518,lvl9,NaN,,5329,Hydrology
1519,1 point cloud in las format version 12,NaN,,5446,GIS / Remote Sensing
1520,2 esri float format 10m dem from ground classified points,NaN,,5446,GIS / Remote Sensing
1521,3 esri raster format 10m hillshade raster from ground classified points,NaN,,5446,GIS / Remote Sensing
1522,4 esri float format 10m dem from first return points,NaN,,5446,GIS / Remote Sensing
1523,5 esri raster format 10m hillshade raster first return points,NaN,,5446,GIS / Remote Sensing
1524,classified as ground or nonground,NaN,,5446,GIS / Remote Sensing
1525,in 1 tiles,km3,,5446,GIS / Remote Sensing
1526,basket identification code,NaN,,5460,Biology / Ecology
1527,days since last collection,NaN,,5460,Biology / Ecology
1528,leaf litter material,NaN,,5460,Biology / Ecology
1529,miscellaneous material,NaN,,5460,Biology / Ecology
1530,seeds and flowers,NaN,,5460,Biology / Ecology
1531,total litter collected,NaN,,5460,Biology / Ecology
1532,woody material,NaN,,5460,Biology / Ecology
1533,water potential,NaN,,5484,Biology / Ecology
1534,deuterium,NaN,,5485,Biogeochemistry|Biology / Ecology|Climatology / Meteorology|Geomorphology
1535, ,NaN,,5486,Biogeochemistry|Water Chemistry
1536,hydrogen 2 stable isotope ratio delta,NaN,,5486,Biogeochemistry|Water Chemistry
1537,oxygen18,NaN,,5486,Biogeochemistry|Water Chemistry
1538,precipitation,NaN,,5486,Biogeochemistry|Water Chemistry
1539,biota,NaN,,5488,Biology / Ecology
1540,volumetric water content,NaN,,5496,Geomorphology
1541,relative humidity,NaN,,5497,Climatology / Meteorology
1542,temperature sensor,NaN,,5497,Climatology / Meteorology
1543,ground water,NaN,,5498,Hydrology|Geochemistry / Mineralogy
1544,ground water depth,NaN,,5498,Hydrology|Geochemistry / Mineralogy
1545,ground water temperature,NaN,,5498,Hydrology|Geochemistry / Mineralogy
1546,water depth,NaN,,5498,Hydrology|Geochemistry / Mineralogy
1547,aluminum,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1548,amphibole,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1549,bulk density,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1550,chroma,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1551,clinoptilolite,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1552,cristobalite,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1553,hue,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1554,kaolinite,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1555,loss on ignition,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1556,mica,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1557,montmorillonite,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1558,niobium,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1559,organic carbon,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1560,organic nitrogen,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1561,plagioclase,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1562,potassium feldspar,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1563,quartz,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1564,rock fragments,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1565,value,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1566,zinc,NaN,,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology
1567,albite,NaN,,5531,Geochemistry / Mineralogy
1568,apophylite,NaN,,5531,Geochemistry / Mineralogy
1569,augelite,NaN,,5531,Geochemistry / Mineralogy
1570,dickite,NaN,,5531,Geochemistry / Mineralogy
1571,gibbsite,NaN,,5531,Geochemistry / Mineralogy
1572,goethite,NaN,,5531,Geochemistry / Mineralogy
1573,haolloysite,NaN,,5531,Geochemistry / Mineralogy
1574,melanovanadite,NaN,,5531,Geochemistry / Mineralogy
1575,metavariscite,NaN,,5531,Geochemistry / Mineralogy
1576,nacrite,NaN,,5531,Geochemistry / Mineralogy
1577,orthhoclase,NaN,,5531,Geochemistry / Mineralogy
1578,tsargorodtsevite,NaN,,5531,Geochemistry / Mineralogy
1579,vermiculite,NaN,,5531,Geochemistry / Mineralogy
1580,left,cm,,5533,Soil Science / Pedology
1581,right,cm,,5533,Soil Science / Pedology
1582,coordinates wgs1984,NaN,,5533,Soil Science / Pedology
1583,horizons  depths left,cm,,5533,Soil Science / Pedology
1584,photo name,NaN,,5533,Soil Science / Pedology
1585,depth centimeter,NaN,,5564,Soil Science / Pedology
1586,hydrogen isotopes,NaN,,5668,Hydrology|Water Chemistry|Biogeochemistry|Geochemistry / Mineralogy
1587,mineralogy,NaN,,5668,Hydrology|Water Chemistry|Biogeochemistry|Geochemistry / Mineralogy
1588,oxygen isotopes,NaN,,5668,Hydrology|Water Chemistry|Biogeochemistry|Geochemistry / Mineralogy
1589,stream water chemistry,NaN,,5668,Hydrology|Water Chemistry|Biogeochemistry|Geochemistry / Mineralogy
1590,suspended load,NaN,,5668,Hydrology|Water Chemistry|Biogeochemistry|Geochemistry / Mineralogy
1591,curvature,NaN,,5714,Soil Science / Pedology
1592,soil depth,NaN,,5714,Soil Science / Pedology
1593,thickness of mobile regolith tmr,NaN,,5714,Soil Science / Pedology
1594,dbh,NaN,,5751,Biology / Ecology
1595,diameter breast height,NaN,,5751,Biology / Ecology
1596,dna,NaN,,5751,Biology / Ecology
1597,litter decomposition,NaN,,5751,Biology / Ecology
1598,litterfall,NaN,,5751,Biology / Ecology
1599,soil trace gases,NaN,,5751,Biology / Ecology
1600,depth centimeter,NaN,,5817,Hydrology
1601,pressurepsi,NaN,,5817,Hydrology
1602,seconds,NaN,,5817,Hydrology
1603,tmstamp  eastern daylight savings,NaN,,5817,Hydrology
1604,water temperature,celsius,,5817,Hydrology
1605,carbon dioxide concentration,NaN,,5821,Climatology / Meteorology
1606,carbon dioxide flux,NaN,,5821,Climatology / Meteorology
1607,ground heat flux,NaN,,5821,Climatology / Meteorology
1608,latent heat flux,NaN,,5821,Climatology / Meteorology
1609,radiation incoming longwave,NaN,,5821,Climatology / Meteorology
1610,radiation incoming par,NaN,,5821,Climatology / Meteorology
1611,radiation incoming shortwave,NaN,,5821,Climatology / Meteorology
1612,net radiation,NaN,,5821,Climatology / Meteorology
1613,radiation outgoing longwave,NaN,,5821,Climatology / Meteorology
1614,radiation outgoing shortwave,NaN,,5821,Climatology / Meteorology
1615,sensible heat flux,NaN,,5821,Climatology / Meteorology
1616,skin temperature,NaN,,5821,Climatology / Meteorology
1617,water vapor concentration,NaN,,5821,Climatology / Meteorology
1618,wind direction,NaN,,5821,Climatology / Meteorology
1619,wind speed,NaN,,5821,Climatology / Meteorology
1620,13ceoc,NaN,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1621,13csoc,NaN,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1622,15nson,NaN,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1623,cn ratio,NaN,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1624,d13cco2,NaN,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1625,fine roots,NaN,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1626,eoc g1,g,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1627,soil organic carbon g1,g,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1628,soil organic nitrogen g1,g,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1629,ng co2c g1 h1,NaN,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1630,pg ch4c g1 h1,NaN,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1631,pg dna g1,NaN,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1632,pg n2on g1 h1,NaN,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1633,pmol ap g1 h1,NaN,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1634,pmol bg g1 h1,NaN,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1635,pmol nag g1 h1,NaN,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1636,pmol po g1 h1,NaN,,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1637,aspect degree,NaN,,5982,Soil Science / Pedology
1638,depth to bt,NaN,,5982,Soil Science / Pedology
1639,emi,NaN,,5982,Soil Science / Pedology
1640,landscape position,NaN,,5982,Soil Science / Pedology
1641,tile push probe depth,cm,,5982,Soil Science / Pedology
1642,ag,NaN,,5986,Geochemistry / Mineralogy
1643,aluminum oxide,NaN,,5986,Geochemistry / Mineralogy
1644,as,NaN,,5986,Geochemistry / Mineralogy
1645,ba,NaN,,5986,Geochemistry / Mineralogy
1646,be,NaN,,5986,Geochemistry / Mineralogy
1647,bi,NaN,,5986,Geochemistry / Mineralogy
1648,cao,NaN,,5986,Geochemistry / Mineralogy
1649,ce,NaN,,5986,Geochemistry / Mineralogy
1650,co,NaN,,5986,Geochemistry / Mineralogy
1651,cr,NaN,,5986,Geochemistry / Mineralogy
1652,cs,NaN,,5986,Geochemistry / Mineralogy
1653,copper,NaN,,5986,Geochemistry / Mineralogy
1654,dy,NaN,,5986,Geochemistry / Mineralogy
1655,er,NaN,,5986,Geochemistry / Mineralogy
1656,eu,NaN,,5986,Geochemistry / Mineralogy
1657,fe2o3t,NaN,,5986,Geochemistry / Mineralogy
1658,ga,NaN,,5986,Geochemistry / Mineralogy
1659,gd,NaN,,5986,Geochemistry / Mineralogy
1660,ge,NaN,,5986,Geochemistry / Mineralogy
1661,hf,NaN,,5986,Geochemistry / Mineralogy
1662,ho,NaN,,5986,Geochemistry / Mineralogy
1663,in,NaN,,5986,Geochemistry / Mineralogy
1664,potassium oxide,NaN,,5986,Geochemistry / Mineralogy
1665,la,NaN,,5986,Geochemistry / Mineralogy
1666,loi,NaN,,5986,Geochemistry / Mineralogy
1667,lu,NaN,,5986,Geochemistry / Mineralogy
1668,mgo,NaN,,5986,Geochemistry / Mineralogy
1669,mno,NaN,,5986,Geochemistry / Mineralogy
1670,mo,NaN,,5986,Geochemistry / Mineralogy
1671,sodium oxide,NaN,,5986,Geochemistry / Mineralogy
1672,nb,NaN,,5986,Geochemistry / Mineralogy
1673,nd,NaN,,5986,Geochemistry / Mineralogy
1674,ni,NaN,,5986,Geochemistry / Mineralogy
1675,phosphorus pentoxide,NaN,,5986,Geochemistry / Mineralogy
1676,lead,NaN,,5986,Geochemistry / Mineralogy
1677,pr,NaN,,5986,Geochemistry / Mineralogy
1678,rb,NaN,,5986,Geochemistry / Mineralogy
1679,sb,NaN,,5986,Geochemistry / Mineralogy
1680,sc,NaN,,5986,Geochemistry / Mineralogy
1681,sm,NaN,,5986,Geochemistry / Mineralogy
1682,sn,NaN,,5986,Geochemistry / Mineralogy
1683,strontium,NaN,,5986,Geochemistry / Mineralogy
1684,ta,NaN,,5986,Geochemistry / Mineralogy
1685,terbium,NaN,,5986,Geochemistry / Mineralogy
1686,th,NaN,,5986,Geochemistry / Mineralogy
1687,titanium oxide,NaN,,5986,Geochemistry / Mineralogy
1688,tl,NaN,,5986,Geochemistry / Mineralogy
1689,tm,NaN,,5986,Geochemistry / Mineralogy
1690,u,NaN,,5986,Geochemistry / Mineralogy
1691,v,NaN,,5986,Geochemistry / Mineralogy
1692,w,NaN,,5986,Geochemistry / Mineralogy
1693,ytterbium,NaN,,5986,Geochemistry / Mineralogy
1694,zinc,NaN,,5986,Geochemistry / Mineralogy
1695,zirconium,NaN,,5986,Geochemistry / Mineralogy
1696,pn,NaN,,6026,Biogeochemistry|Hydrology|Climatology / Meteorology
1697,poc,NaN,,6026,Biogeochemistry|Hydrology|Climatology / Meteorology
1698,rainfall,NaN,,6026,Biogeochemistry|Hydrology|Climatology / Meteorology
1699,ss,NaN,,6026,Biogeochemistry|Hydrology|Climatology / Meteorology
1700,rain gage locations,NaN,,6118,Climatology / Meteorology|GIS / Remote Sensing
1701,watershed outlines,NaN,,6118,Climatology / Meteorology|GIS / Remote Sensing
1702,acidity,ueql,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1703,acid neutralizing capacity,ueql,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1704,aluminum,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1705,aluminum-27,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1706,alkalinity,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1707,alkalinity mmol/l Calcium carbonate,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1708,alkalinity,ueql,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1709,analyzed material,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1710,anion sum,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1711,badfilters na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1712,br,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1713,calcium,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1714,calcium-43,ugl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1715,calcium-44,ugl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1716,cation sum,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1717,ce140,ngl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1718,charge balance,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1719,chemical treatment na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1720,chlorine,mgl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1721,cobalt-59,ugl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1722,cr52,ugl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1723,copper-63,ugl,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1724,date collected yyyymmdd,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1725,date na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1726,day na,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1727,delta deuterium per mill,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1728,delta deuterium stddev,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
1729,delta oxygen18 per mill,NaN,,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry
